,Name,Author,Ratings (out of 5),Reviews,Edition,Price,Books_url
203,Never Split the Difference: Negotiating as if Your Life Depended on It,Chris Voss,4.6,"1,031",Paperback,₹300.00,https://www.amazon.in//Never-Split-Difference-Negotiating-Depended/dp/1847941494/ref=zg_bs_books_sccl_3/000-0000000-0000000?psc=1
204,Swayam Ki Awaaz : Shore Bhari Iss Duniya Mein Shanti Kaise Paayein,Prem Rawat,4.8,"26,523",Paperback,₹225.00,https://www.amazon.in//Swayam-Ki-Awaaz-Duniya-Paayein/dp/9356296715/ref=zg_bs_books_sccl_4/000-0000000-0000000?psc=1
205,Start With Why: The Inspiring Million-Copy Bestseller That Will Help You Find Your Purpose,Simon Sinek,4.5,"94,237",Paperback,₹251.00,https://www.amazon.in//Start-Why-Leaders-Inspire-Everyone/dp/0241958229/ref=zg_bs_books_sccl_5/000-0000000-0000000?psc=1
206,Flemingo - English Core For Class - 12 - 12074,NCERT,4.4,678,Paperback,₹28.00,https://www.amazon.in//Flamingo-Textbook-English-Course-Class/dp/8174506500/ref=zg_bs_books_sccl_6/000-0000000-0000000?psc=1
207,Think Like a Monk: The secret of how to harness the power of positivity and be happy now,Jay Shetty,4.6,"1,403",Paperback,₹280.00,https://www.amazon.in//Think-Like-Monk-Jay-Shetty/dp/0008386595/ref=zg_bs_books_sccl_7/000-0000000-0000000?psc=1
208,Think and Grow Rich,Napoleon Hill,4.4,409,Paperback,₹99.00,https://www.amazon.in//Think-Grow-Rich-Napoleon-Hill/dp/8194790883/ref=zg_bs_books_sccl_8/000-0000000-0000000?psc=1
209,Brain Activity Book for Kids - 200+ Activities for Age 4+,Maple Press,4.4,"1,087",Paperback,₹95.00,https://www.amazon.in//Brain-Activity-Book-Kids-Activities/dp/9391924301/ref=zg_bs_books_sccl_9/000-0000000-0000000?psc=1
210,"All-Time Favourites for Children: Classic Collection of 25+ most-loved, great stories by famous award-winning author (Illustrated, must-read fiction short stories for kids)",Ruskin Bond,4.6,19,Paperback,₹162.00,https://www.amazon.in//All-Time-Favourites-Children-award-winning-Illustrated/dp/0143451936/ref=zg_bs_books_sccl_10/000-0000000-0000000?psc=1
211,S ISLAMIC STORE original product - The Holy Quran English with New Edition Urdu Translation & Transliteration in Roman Script with Transliteration & Arabic Text 5 Star Paper Quality (HUDA QURAN),Maulana Qari Fahemuddin Ahmed Siddiqui & Mohammed Abdul Haleem Elyasi,4.9,6,Hardcover,₹341.50,https://www.amazon.in//ISLAMIC-STORE-English-Translation-Transliteration/dp/B096TK6H4P/ref=zg_bs_books_sccl_11/000-0000000-0000000?psc=1
212,"How the Earth Got Its Beauty: Puffin Chapter Book: Gorgeous new full colour, illustrated chapter book for young readers from ages 5 and up by Sudha Murty [Hardcover] Murty, Sudha",Sudha Murty,4.6,"9,193",Hardcover,₹149.00,https://www.amazon.in//How-Earth-Got-Its-Beauty/dp/0143447068/ref=zg_bs_books_sccl_12/000-0000000-0000000?psc=1
213,"Combo Pack: Lakhmir Singh Class 10 Science (Biology, Physics, Chemistry) - Examination 2023-24",Lakhmir SIngh,3.6,967,Paperback,"₹1,580.00",https://www.amazon.in//Combo-Pack-Lakhmir-Chemistry-Examination/dp/B0BQGS7PH1/ref=zg_bs_books_sccl_13/000-0000000-0000000?psc=1
214,"NCERT , CLASS - 11 SET OF 5 BOOKS ( PHYSICS PART 1 & 2 , CHEMISTRY PART 1 & 2 , MATHEMATICS ) 2022 EDITION",NCERT,3.0,31,Paperback,₹510.00,https://www.amazon.in//NCERT-CLASS-PHYSICS-CHEMISTRY-MATHEMATICS/dp/B09SBY85Z6/ref=zg_bs_books_sccl_14/000-0000000-0000000?psc=1
215,Penguin Random House The Power Of Positive Thinking,Norman Vincent Peale,4.3,10,Paperback,₹127.00,https://www.amazon.in//Power-Positive-Thinking-Norman-Vincent/dp/0091906385/ref=zg_bs_books_sccl_15/000-0000000-0000000?psc=1
216,Mathematics - Textbook for Class 7-756,Paperback,4.2,"2,432",Paperback,₹100.00,https://www.amazon.in//Mathematics-Textbook-for-Class-7/dp/B00KILQCMQ/ref=zg_bs_books_sccl_16/000-0000000-0000000?psc=1
217,IIITprep UGEE SUPR Guide 2023 | IIIT Hyderabad,IIITprep,4.7,"3,979",Perfect Paperback,₹299.00,https://www.amazon.in//IIITprep-UGEE-SUPR-Guide-Hyderabad/dp/8195478603/ref=zg_bs_books_sccl_17/000-0000000-0000000?psc=1
218,NTA CUET UG 2023 Section 2 Domain Science,Arihant Experts,4.1,313,Paperback,₹237.00,https://www.amazon.in//CUET-2023-Section-Domain-Science/dp/932719649X/ref=zg_bs_books_sccl_18/000-0000000-0000000?psc=1
219,My First ABC Sticker Book: Exciting Sticker Book With 100 Stickers,Wonder House Books,4.4,"16,008",Paperback,₹139.00,https://www.amazon.in//My-First-ABC-Sticker-Book/dp/9388144937/ref=zg_bs_books_sccl_19/000-0000000-0000000?psc=1
220,Based on Class XII NCERT CUET 2023 Humanities Domain (English Medium) (4154),KICX,None,597,Unknown Binding,₹500.00,https://www.amazon.in//Based-Humanities-Domain-English-Medium/dp/9357152156/ref=zg_bs_books_sccl_20/000-0000000-0000000?psc=1
221,Ruskin Bond - Best Selling Children Story Books Collection (Set of 4 Books),Ruskin Bond,4.5,"3,204",Product Bundle,₹419.00,https://www.amazon.in//Ruskin-Bond-Selling-Children-Collection/dp/8131964817/ref=zg_bs_books_sccl_21/000-0000000-0000000?psc=1
222,Word Power Made Easy The Complete Handbook for Building a Superior Vocabulary Book By Norman Lewis,A Panel of Authors,4.4,22,Paperback,₹97.00,https://www.amazon.in//Complete-Handbook-Building-Superior-Vocabulary/dp/B08CLHRQJ3/ref=zg_bs_books_sccl_22/000-0000000-0000000?psc=1
223,"The Compound Effect (10th Anniversary Edition): Jumpstart Your Income, Your Life, Your Succes",Darren Hardy,4.6,3,Paperback,₹233.00,https://www.amazon.in//Compound-Effect-Darren-Hardy/dp/9390924634/ref=zg_bs_books_sccl_23/000-0000000-0000000?psc=1
224,Kiran SSC Mathematics Chapterwise and Typewise Solved Papers 1999 Till Date 11000+ Objective Questions(English Medium)(3458),Think Tank of Kiran Institute of Career Excellence Pvt Ltd,4.1,"2,434",Paperback,₹559.00,https://www.amazon.in//Mathematics-Chapterwise-Typewise-Objective-Questions/dp/9391533884/ref=zg_bs_books_sccl_24/000-0000000-0000000?psc=1
225,Harry Potter 1–3 Box Set: A Magical Adventure Begins,J.K. Rowling,4.6,15,Paperback,₹709.00,https://www.amazon.in//Harry-Potter-1-3-Box-Set/dp/1526620294/ref=zg_bs_books_sccl_25/000-0000000-0000000?psc=1
226,"Go To Guide for CUET (UG) English Language with 6 Previous Year Questions (3 sets of CUET 2022 + 1 set each of CUCET 2017 2021) & 10 Practice Sets ... | MCQs, AR, MSQs & Passage based Questions |",Disha Experts,4.7,35,Paperback,₹206.00,https://www.amazon.in//English-Language-Previous-Questions-Practice/dp/9395761458/ref=zg_bs_books_sccl_26/000-0000000-0000000?psc=1
227,NCERT Exemplar Problems Solutions Mathematics class 10th,Neha Tyagi,3.7,"8,004",Paperback,₹150.00,https://www.amazon.in//NCERT-Exemplar-Problems-Solutions-Mathematics/dp/9327197402/ref=zg_bs_books_sccl_27/000-0000000-0000000?psc=1
228,Meri Pratham Hindi Sulekh Varnmala,Wonder House Books,4.4,93,Paperback,₹115.00,https://www.amazon.in//Meri-Pratham-Hindi-Sulekh-Varnmala/dp/938836936X/ref=zg_bs_books_sccl_28/000-0000000-0000000?psc=1
229,R D Sharma Mathematics for Class 12 (Set of 2 Vol.) - CBSE Examination 2023-24,R.D. Sharma,4.4,"37,100",Paperback,"₹1,588.00",https://www.amazon.in//Sharma-Mathematics-Class-Set-Vol/dp/939441715X/ref=zg_bs_books_sccl_29/000-0000000-0000000?psc=1
230,SSC TCS PYQs Mathematics Chapterwise & Typewise Solved Papers 11500+ Till - 2022 (Statistics & Probability) (Detailed & Short Solutions): TCS PYQs SSC ... Constable GD Covered (English Medium)(3871-A),Unknown,4.0,"1,871",Unknown Binding,₹583.00,https://www.amazon.in//Mathematics-Chapterwise-Typewise-Solved-Papers/dp/9357150978/ref=zg_bs_books_sccl_30/000-0000000-0000000?psc=1
231,101 Panchatantra Stories for Children: Colourful Illustrated Story book,Om Books Editorial Team,4.5,"4,571",Paperback,₹119.00,https://www.amazon.in//101-Panchatantra-Stories-Children-Illustrated/dp/935376517X/ref=zg_bs_books_sccl_1/000-0000000-0000000?psc=1
232,Mahagatha : 100 Tales from the Puranas,Satyarth Nayak,4.7,20,Paperback,₹389.00,https://www.amazon.in//Mahagatha-Tales-Puranas-Satyarth-Nayak/dp/9356294496/ref=zg_bs_books_sccl_2/000-0000000-0000000?psc=1
233,The Intelligent Investor (English) Paperback – 2013,Benjamin Graham,4.5,"3,171",Paperback,₹469.00,https://www.amazon.in//Intelligent-Investor-English-Paperback-2013/dp/0062312685/ref=zg_bs_books_sccl_3/000-0000000-0000000?psc=1
234,Objective General English,SP Bakshi,4.2,128,Paperback,₹173.00,https://www.amazon.in//Objective-General-English-SP-Bakshi/dp/9325791714/ref=zg_bs_books_sccl_4/000-0000000-0000000?psc=1
235,My First 4 in 1 Alphabet Numbers Colours Shapes: Padded Board Books,Wonder House Books,4.3,"2,629",Board book,₹179.00,https://www.amazon.in//First-Alphabet-Numbers-Colours-Shapes/dp/9387779564/ref=zg_bs_books_sccl_5/000-0000000-0000000?psc=1
236,"Oswaal NTA CUET (UG) Mock Test Sample Question Papers English + General Test (Quantitative Aptitude, Logical Reasoning, General Awareness) (Entrance Exam Preparation Book 2023)",Oswaal Editorial Board,4.1,"2,306",Product Bundle,₹460.00,https://www.amazon.in//Question-Quantitative-Reasoning-Awareness-Preparation/dp/9356346941/ref=zg_bs_books_sccl_6/000-0000000-0000000?psc=1
237,Oxford Pocket English Dictionary - 11th Edition | For Everyday Use | 2 Billion + Words,Oxford Dictionaries,4.5,"2,572",Hardcover,₹250.00,https://www.amazon.in//Pocket-Oxford-English-Dictionary-Dictionaries/dp/0198700989/ref=zg_bs_books_sccl_7/000-0000000-0000000?psc=1
238,Business Studies for Class 12 | CBSE (NCERT Solved) | Examination 2023-2024 | By Poonam Gandhi,Poonam Gandhi,4.6,812,Paperback,₹587.00,https://www.amazon.in//Business-Studies-Solved-Examination-2023-2024/dp/9356122091/ref=zg_bs_books_sccl_8/000-0000000-0000000?psc=1
239,Target High 6th Premium Edition,MUTHUVENKATACHALAM S.,4.5,"2,518",Paperback,"₹1,350.00",https://www.amazon.in//Target-High-6th-Premium-MUTHUVENKATACHALAM/dp/9390619556/ref=zg_bs_books_sccl_9/000-0000000-0000000?psc=1
240,Dhan-Sampatti Ka Manovigyan (The Psychology of Money),Morgan Housel,4.3,"1,022",Paperback,₹100.00,https://www.amazon.in//Dhan-Sampatti-Ka-Manovigyan-Psychology-Money/dp/9390166845/ref=zg_bs_books_sccl_10/000-0000000-0000000?psc=1
241,The Illustrated Stories of Akbar and Birbal: Classic Tales From India,Wonder House Books,4.6,"119,768",Hardcover,₹168.00,https://www.amazon.in//Illustrated-Stories-Akbar-Birbal-Classic/dp/9389567831/ref=zg_bs_books_sccl_11/000-0000000-0000000?psc=1
242,Accountancy Part A Vol. 1 (Accounting For Partnership Firms) For Class 12 - CBSE - Examination 2023-2024,D.K. Goel,4.3,12,Paperback,₹545.00,https://www.amazon.in//Accountancy-Class-XII-Part-Vol/dp/8178558041/ref=zg_bs_books_sccl_12/000-0000000-0000000?psc=1
243,Biology Textbook For Class - 11 - 11080,NCERT,4.2,84,Paperback,₹170.00,https://www.amazon.in//Biology-Textbook-Class-11-11080/dp/8174504966/ref=zg_bs_books_sccl_13/000-0000000-0000000?psc=1
244,My First Transport Sticker Book: Exciting Sticker Book With 100 Stickers,Wonder House Books,4.5,137,Paperback,₹158.00,https://www.amazon.in//My-First-Transport-Sticker-Book/dp/9388144988/ref=zg_bs_books_sccl_14/000-0000000-0000000?psc=1
245,To Kill a Mockingbrd,Harper Lee,4.5,341,Paperback,₹237.00,https://www.amazon.in//Kill-Mockingbird-Harper-Lee/dp/0099549484/ref=zg_bs_books_sccl_15/000-0000000-0000000?psc=1
246,Physics Wallah CUET UG General Test Book (Common University Entrance Test 2023),Gaurav Kumar,3.3,,Paperback,₹280.00,https://www.amazon.in//Physics-Wallah-General-University-Entrance/dp/B0BRXM4QBD/ref=zg_bs_books_sccl_16/000-0000000-0000000?psc=1
247,MTG 35 Years NEET Previous Year Solved Question Papers with NEET Chapterwise Topicwise Solutions - Biology For NEET Exam 2023,MTG Editorial Board,4.4,,Paperback,₹346.00,https://www.amazon.in//Previous-Question-Chapterwise-Topicwise-Solutions/dp/9355551347/ref=zg_bs_books_sccl_17/000-0000000-0000000?psc=1
248,"Oswaal NEET (UG) Mock Test 15 Sample Question papers Physics, Chemistry, Biology (for 7th May 2023 Exam)",Oswaal Editorial Board,4.2,,Paperback,₹559.00,https://www.amazon.in//Oswaal-Question-Physics-Chemistry-Biology/dp/9355953399/ref=zg_bs_books_sccl_18/000-0000000-0000000?psc=1
249,"8 Rules of Love : How to Find it, Keep it, and Let it Go: From Sunday Times No.1 bestselling author Jay Shetty, a new guide on how to find lasting ... from the author of Think Like A Monk",Jay Shetty,4.6,,Paperback,₹325.00,https://www.amazon.in//Rules-Love-bestselling-lasting-relationships/dp/0008602948/ref=zg_bs_books_sccl_19/000-0000000-0000000?psc=1
250,"MTG Objective NCERT at your FINGERTIPS For NEET - Physics, Chemistry, Biology (Set of 3 Books) | NCERT NEET Trend Indicator | NEET Books (Based on NCERT Pattern - Latest & Revised Edition 2023-2024)",MTG Editorial Board,None,,Unknown Binding,"₹1,700.00",https://www.amazon.in//Objective-NCERT-your-FINGERTIPS-NEET/dp/B0BXNTFP6P/ref=zg_bs_books_sccl_20/000-0000000-0000000?psc=1
